overall,food,service,ambience,review
5,5,5,5,"This was our second visit to Barrique Venice. Each time the food has been outstanding, the service warm and attentive and that atmosphere conducive to having adult conversation without shouting. The indoor dining space is intimate. My only hesitation in ""highly recommending"" the restaurant is that others will catch on and it will become more difficult to book."
5,3,5,5,"Outside on balcony on a warm summer night was ideal. Not noisy or hot (which it seemed to be inside). Alessandro took exceptional care of us - he gave us great, honest advice - ""don't get the duck with the white fish because they won't work together."" He was the highlight of our evening. I took my friend for her birthday and we were there for over 3 hours. Never felt rushed, only welcomed like we were family. The food was good but it wasn't blow-your-mind amazing. The scallops and grilled octopus were lovely but the John Dory (a special) was okay but portion was modest. The chef didn't overwhelm it with garlic (thank goodness) but it was just ... unremarkable. I will go back but make a different entree choice and hope to find something that wows me.  It is a gem of a restaurant - just don't find a place like this in West LA. In a 1905 building it will charm you. If only the food was as amazing as the staff and space."
5,5,5,5,Absolutely love this place . So romantic with great food and service.
5,5,5,5,"Such amazing service, atmosphere, and food. Every time I go I鈥檓 always amazed at how good the food is."
2,1,5,4,"Great ambiance and service, but it really stops there. Based on the reviews, I was ecstatic to go to Barrique Venice. However, every single thing we ordered was extremely bland. When the ahi tuna was bland, I said to myself, ""wait until the halibut."" Unfortunately, the halibut was even less flavorful. I thought I may be giving it a hard time, until my date spoke up and said that hers was equally underwhelming. I wanted to love it based on the lighting, and how quiet/ romantic it was, but I won't be returning anytime soon. I should note that the service was rock solid - waiters are extremely energetic, knowledgeable, and passionate about what they do. Very disappointing"
5,5,5,3,Birthday Dinner
5,5,5,5,"amazing food, very nice ambiance, great service. you will truly enjoy your meal here."
2,2,2,3,"The waiter messed up my order, then blamed me for it... Didn't feel good. Over cooked steak..."
5,5,5,5,"Such a lovely and fun restaurant.  The scallops were just delicious, all the pastas we tried were great, and the dessert with 3 types of chocolate mousse was perfect.  Good wine selections and excellent service.  We'll be back."
5,5,5,5,Great group dinner for 50th bday. Took great care of us. Love this place!
4,5,4,5,"Amazing restaurant! Food was perfectly prepared and flavorful. We shared the caprese salad, pasta, and a filet mignon. My only complaint was lack of non alcoholic options."
5,5,5,5,Most romantic restaurant in La!! Loved it
5,5,5,5,"Beautiful venue, incredible food and service, great location, definitely too expensive to be coming to nightly but that makes each experience all the more special and worth it!"
5,5,5,5,Outstanding food. Outstanding service. Romantic ambiance. Natalia at host stand was A+++ as were all the Italian servers.
5,5,5,5,Very good!
5,5,5,5,"Service was on point ,food was well done, ambience was incredible ,my date was hot"
3,4,4,2,"Cramped space. Too many tables jammed into a tiny space. So uncomfortable and noisy. Food was good, but we were not wowed. Service was good. Good wine list. Too expensive for the experience."
5,5,5,5,"Fantastic food and wonderful service for a birthday dinner! We had grilled peach appetizer with all the flavor of summer on a plate. Tender roast duck breast with tasty carmelized onions, perfectly seared filet mignon, and complemented both with a side of Paccheri Alla Norma. Terrific food. Great service. Nice wine list that is edited to compliment the meals. Dessert disappeared so fast, it was that good. We will be back."
5,5,5,5,"Order the bone in ribeye, it's the reason you came, it's amazing.Also, oysters are great and you cannot lose with the sides"
5,5,5,5,Bavette鈥檚 is by far my favorite restaurant.  We split oysters and shrimp which was very good.  Smoked salmon Caesar salad which was fabulous. Oh....-and the warm bread with amazing crust was divine.  Salmon dish slightly spiced was delicious. Loaded baked potato with diced bacon very tasty. Son in law had a steak that was very good and my daughter had chicken.  Everything was delicious.
5,5,5,5,Food lived up to the hype!!! But the plate that stole the show was the Brussel Sprouts!!! Never in my wildest dreams did I expect them to be this good! Highly recommend them!!
5,5,5,5,Amazing steakhouse in Chicago! Great for a date night or birthday dinner! Service was excellent and food was outstanding!
4,5,3,5,I had been looking forward to my reservations for months.  It was a late night reservation due to availability.  We ordered an appetizer that was forgotten about until we reminded our server.  It was brought out moments before our entr茅e.  This put a damper on a highly anticipated date night for my husband's birthday.  The appetizer was later comped and service was good up until we had to flag down our server to get our dessert wrapped up to go.  Food was good but the service will not have me returning.  There are far better restaurants with top notch service for the price.
5,5,5,5,Best restaurant in the city consistently top notch
5,5,5,5,"Everything was great, service, food, ambiance. We had to book our reservation well in advance, but it lived up to the wait. Would recommend, and would go again."
5,5,4,5,"Ambiance and food  were outstanding. Possibly the best steak dinner my wife and I have ever had.  We both had the filet . Cooked to perfection and melted in your mouth. We were celebrating my wife's birthday and I called ahead for reservations and table on the main floor. Great table but our server never mentioned the occasion to my wife. Would highly recommend for outstanding food,  terrific surroundings and memorable night."
2,4,1,5,Slow service and did not honor reservation time
5,5,4,5,Best steakhouse in the city. And the seafood is amazing as well.
5,5,5,5,The filet mignon was cooked to perfection .  The service from Klause was excellent. We highly recommend this romantic and fantastic place.
5,5,5,5,Best steak in Chicago.  Would definitely recommend to anyone!
4,5,3,4,"We were sat at a table towards the door last night. Very drafty when the door opened. Disappointing they did not do more to keep the doors from being open at same time.Food was very good. I thought the service was just average. Was expecting exceptional experience, was just pretty good"
5,5,5,5,"Our waiter Ben was great, we didn鈥檛 feel rushed. We sat downstairs in a booth and the music and atmosphere was nice . The bottle of wine we had paired beautifully with our steak ."
5,5,5,5,The best!!
4,4,4,5,"Very enjoyable place to visit, the burger is a must!"
